a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50
2.079904389930914421e-01,1.943989638191823133e-02,4.579279473657533739e-01,9.318150553275386105e-01,5.837045821004073209e-01,2.323252326991149808e-01,7.185410061558556993e-01,2.451164411961029854e-01,5.202063743211221558e-01,3.794966112990507678e-01,1.567962995254091885e-01,5.023920855726365930e-01,1.583471582226050334e-01,2,2,2,2,2,2,2,2,2,2,2,2.630195719594818904e-01,9.549938901333633323e-01,3.629343538648964751e-01,4.391787858444742287e-01,4.516488610268000192e-01,2.753183085608187364e-01,7.014825539912808994e-01,4.575710147745064571e-01,8.857117901448331443e-01,1.491055065129065493e-02,7.807094663178411054e-01,9.179612804650987279e-01,6.303002111737445734e-01,9.654371968393393733e-01,2.268648249620095481e-01,9.971195353009127960e-01,2.702393984581925590e-01,4.904271117919889456e-01,9.941964571722593513e-01,5.572994699072323366e-01,7.822910188055662850e-01,2.883835312169490406e-01,9.530132206721090293e-01,6.059545196184606963e-01,5.755134737503788678e-01,4.562872293084357933e-01
5.629915815642324572e-01,2.220725797817947322e-01,7.626593272085765429e-01,7.867923077213991867e-01,8.175492637632774118e-01,8.024423874651290811e-01,6.759536759967993413e-01,4.689430659529434386e-01,8.717244094772369500e-02,8.794581055767017874e-01,5.336092226678246231e-02,2.299048815910257337e-01,4.960372161289791082e-01,2,2,2,2,2,2,2,2,2,2,2,3.565253035415227867e-01,9.087911624200202265e-01,6.301793757600170354e-01,3.241500498595657476e-01,8.885998374600929672e-01,4.364526079582853324e-01,8.080079543124450980e-01,2.628052686775683711e-01,3.587108837220804869e-01,5.429040350513041346e-01,2.980226964643655219e-01,6.040753410057813078e-01,9.853898466183896865e-01,8.977544223731448447e-02,8.292941427407642951e-01,8.214545876010048708e-01,8.777827524707823015e-01,3.067537334620166201e-01,5.236931379682950860e-01,9.509113230877852541e-02,3.297118391568896190e-01,1.549293144983188153e-01,3.169086770868315694e-01,5.635848016147082529e-01,8.387542165827637231e-01,6.015302139231427647e-01
7.008012511074643847e-01,5.152800512185329307e-02,8.116908529098979530e-01,4.276757368499685130e-01,6.029808711124496901e-01,9.233239780260642515e-01,9.973791203069169997e-01,2.640376606442926821e-01,4.782619698120348373e-01,7.950786884136396004e-01,6.902255104227986715e-01,4.686981325070660453e-02,2.942919485384117850e-01,2,2,2,2,2,2,2,2,2,2,2,4.454095939391485848e-01,9.816812642614552997e-01,1.956815687293682604e-01,6.067451157467136369e-01,6.607504135544243207e-01,9.581608614123893197e-02,5.784647529466574456e-01,1.509656385727360384e-01,7.854302882935731978e-01,4.120666559500301140e-01,6.671595366023898022e-01,7.463409732415141606e-01,7.702741210058345889e-01,1.872439607835225672e-01,4.512086897598617252e-01,7.060459765288341627e-01,7.134218524429092323e-01,3.371296907992048508e-01,1.960514900555550000e-01,7.642876581179246509e-01,9.899752657114094800e-01,2.164417756708895135e-01,2.387460705943406092e-01,9.835519167329211943e-01,8.823080570742045659e-01,2.191178988850494003e-01
6.408006011089796283e-01,9.374502486133134971e-01,7.711973606218652799e-01,6.856288192625604738e-01,4.134790688047422780e-01,5.866762427536330593e-01,5.095872567420036692e-01,3.028560109298260583e-01,9.726652399562896179e-01,7.428100140004765262e-01,2.266363112790402701e-01,7.845037394722109703e-02,9.415909942425990664e-01,2,2,2,2,2,2,2,2,2,2,2,9.978899379959990101e-01,7.683422290079271466e-01,5.127173910993958472e-01,1.017548339561247239e-03,7.853513513228134180e-01,3.827081131111350620e-01,8.957314248763312836e-01,1.728345747208575034e-01,3.683378797407111938e-01,2.841325897648020460e-01,1.458601139173952843e-01,3.372970430129919039e-01,1.263852346883486133e-01,8.178725094297640830e-01,8.355692850169779140e-01,1.250145015330369480e-01,9.321339309571304854e-01,7.277916640058735842e-01,7.941869342051239844e-01,8.896851830119931748e-01,9.478175833636403036e-01,4.739992012957657819e-01,4.727601462479749106e-01,4.522750354572657727e-02,5.423098708420615033e-01,1.731421812690336903e-02
2.752431647058031228e-01,2.638240105736855412e-02,6.763365787390864803e-01,5.768726553123084688e-01,5.909750699315148292e-01,1.459493187016827065e-01,7.987151767360277654e-01,4.971292995663088021e-01,6.876570418023676412e-01,3.188461955925071534e-01,6.538653157836367136e-01,9.653828870273175600e-01,8.762477632742121658e-01,2,2,2,2,2,2,2,2,2,2,2,7.587343663459138465e-01,1.076803092815831198e-01,7.673968124378217626e-01,3.340137637146812777e-01,8.327190839356640728e-01,6.011425099950008510e-01,1.066431176504101241e-02,6.106831239806526090e-01,7.954770284937371372e-01,1.203828364212968793e-01,2.015681437911049922e-01,7.321832912052017583e-01,4.197740346726901439e-01,2.971232133333329140e-01,5.230420406204714379e-01,3.697123274029767703e-01,6.967348894018543515e-01,2.169962449434621465e-01,5.939979907279836491e-01,2.163627612356172625e-01,1.100581779945841721e-01,3.045868543090757274e-01,7.641473721480110948e-01,5.736420626625757802e-01,3.732345592559083158e-01,7.305905931019602839e-01
3.835891199905978599e-01,1.739535264315300589e-01,7.394690903715578356e-01,4.535578041733631105e-01,6.080275028878736610e-01,2.508668742886153158e-01,5.842695384399110292e-02,8.531782703621185737e-01,4.345159990968059383e-01,2.578264933610208143e-02,7.460802929542854622e-01,2.248560519245190736e-01,9.741609538038125127e-01,2,2,2,2,2,2,2,2,2,2,2,4.074584405840543377e-01,6.311018333148994408e-01,1.156265351854085521e-01,6.400968482778028878e-01,2.860847704281939130e-01,9.415853194763439404e-01,9.259589032810118248e-01,6.778910979091696820e-01,5.810784586002941676e-01,1.833621389067492391e-01,9.637404437292831361e-01,3.756673309484448442e-02,3.538949104374379262e-01,5.694781533392740958e-01,5.280090675940614098e-01,9.173857393953365191e-01,5.326661075082766983e-01,3.543453384255079719e-02,3.366023667988490287e-01,9.819787349239093022e-01,9.920354042316754661e-01,6.566868057345176535e-02,8.096706370543218512e-01,7.037701949922087197e-01,2.039607583353116871e-01,3.336043999296487428e-01
3.292793374984923638e-01,9.055121760654367691e-01,9.829677040325968118e-01,5.834523962494153615e-01,6.871577828773930419e-01,1.244597011432817535e-01,3.386124876061644695e-01,8.818402991201970131e-01,3.094035672293814487e-01,6.718428157954222657e-01,3.035375042954976399e-01,3.267924542545753708e-01,6.477181920429915252e-01,2,2,2,2,2,2,2,2,2,2,2,3.549363008554489163e-01,3.352894661145808808e-01,8.952413004985426692e-02,1.187099097156398830e-01,3.419196703191629272e-02,3.268443531528605339e-01,6.884743266348016810e-01,5.744901510142633727e-01,3.888308965918448878e-01,4.807189430385208073e-01,2.224846884040032613e-02,5.422129656837553213e-01,9.346531878103908619e-01,7.938169545385076464e-02,8.673186498321469040e-01,1.589234435689874658e-01,4.338688043629622682e-01,7.219013906462794505e-01,9.354783192977916828e-01,7.968100601013856643e-01,3.159461909075876873e-01,6.535333721656358952e-01,2.680054477766949939e-01,2.336311344192765205e-02,1.745613934162568714e-01,1.313373940454720668e-04
4.637914255555327658e-01,4.319405068260384617e-01,9.037262496487105112e-01,9.334783753722312172e-01,7.549336983511739652e-01,8.228350801508604873e-01,2.267905654973151330e-01,4.123007693386205874e-01,1.716695183949793480e-01,9.643849462229620029e-01,4.800848159186140718e-01,9.318761787899458859e-01,8.675141152188304838e-01,2,2,2,2,2,2,2,2,2,2,2,9.367621007753487161e-01,5.096011574335046479e-01,9.008677250472861830e-01,7.624686308181146677e-01,9.312685671593260439e-01,6.498310678124118445e-01,7.772262450222425789e-01,8.482565967794631900e-01,4.725049550231393836e-01,9.429265114315510399e-01,3.898938437020282866e-02,7.561491917783141892e-01,6.198239648523047318e-01,7.581960837925554308e-01,2.150349712114583145e-01,8.918758673201395704e-01,1.710989508741347365e-01,6.132807009896834582e-02,8.742181457187303550e-01,9.644106017723491631e-01,2.648490854691596397e-01,8.425827616947777488e-01,3.006073104536010066e-01,5.347674933792314622e-01,2.986311569865049975e-01,4.342915950253692925e-01
3.344887364642928906e-01,3.188105519744405258e-01,7.018885282841762496e-01,9.655669386681797750e-01,4.397232828881926237e-01,5.491606965814808117e-01,1.206613975004784400e-01,9.716312928011344718e-01,4.118350389204875617e-01,1.975415009841847702e-01,9.842001328358380707e-01,1.214957779040237718e-03,2.602972408966852669e-02,2,2,2,2,2,2,2,2,2,2,2,9.783243459844928047e-01,5.033453711741756598e-01,1.865247958547934237e-01,4.875146654250329670e-01,4.713521340700737028e-01,6.456156792051598314e-01,8.530828776377645806e-01,7.507429741066704576e-01,9.089184861367315404e-01,1.128259476600846911e-01,9.239214559128495763e-01,1.388731121100790222e-01,6.300049707537584975e-01,4.551700402473013440e-01,8.873366614435678201e-01,4.500019108117271349e-01,2.951525456296367755e-01,8.631731325899150153e-01,5.111878318055868009e-01,6.794609798792514699e-01,8.789542343847829287e-01,9.100822606215273058e-01,3.809567033247570622e-01,6.977517111833296815e-01,4.533961187632458145e-01,6.617182428113002057e-01
6.008438504720780005e-01,9.690566992489554332e-01,3.540785357577285186e-01,2.536207679148881899e-01,4.621649050958718252e-01,9.940528477131121976e-01,6.232471334536410223e-01,2.719179228627547351e-01,5.951113346658414294e-01,2.123593547054825059e-03,4.171278881314993692e-01,8.292601374277615012e-01,7.575578673983274225e-01,2,2,2,2,2,2,2,2,2,2,2,3.208982448061981074e-02,4.512953184720855937e-01,7.160809578526563524e-01,2.693606165492262727e-01,2.153357398516623222e-01,2.570505758601102642e-01,2.658232128762042512e-01,1.678613323965417736e-01,3.694642948841792007e-01,6.069312534646424950e-01,3.187462093776045613e-01,9.918034175174395006e-01,6.619731935920493138e-01,3.723353575703854945e-01,9.845995967247822556e-02,8.298258856226066182e-01,5.218352485008661557e-01,1.773473235155959005e-01,7.486718322482346366e-01,9.786173006790988005e-01,5.000474184331016314e-01,2.984123600317718505e-01,7.070328729300634496e-02,5.052989689641331772e-01,7.356448935921964249e-01,9.466778162512251571e-01
9.363907862166476193e-02,9.764960379976754812e-01,5.739477831961068421e-01,4.616574482147819403e-01,6.801582924007438802e-01,1.460744272448522008e-02,1.627527063141434027e-01,8.488317283330436558e-01,7.721110470805849779e-01,4.164166911490975176e-01,5.447920189088152343e-01,8.316404271580045693e-01,8.795996416119764572e-01,2,2,2,2,2,2,2,2,2,2,2,8.131612399510779188e-01,8.220330415639276467e-01,1.037513707159223308e-01,4.236855825920561314e-01,3.072054796914515107e-01,4.856569074048554535e-01,2.623760822272436233e-01,3.382624908454640034e-01,7.648225684007123881e-01,3.278664294158741832e-01,7.019128374824479266e-02,8.389750875863867252e-01,1.419802106199907765e-02,7.526349488626742357e-01,5.547991781339300932e-02,3.805579516387813666e-02,6.888740133662656362e-01,1.389276411039932491e-01,6.633131798844785765e-01,4.968875774409459156e-01,7.962488879936985287e-01,4.590174404572823219e-01,8.176513217183898341e-01,3.154780079418527672e-01,9.559584951237682926e-01,2.625274026265521643e-01
6.471527105904104626e-01,6.403304658893563817e-01,7.508435469103904580e-01,3.149834587376033612e-01,2.083835847796087215e-01,1.889966593985966670e-01,2.715495454119254415e-01,5.631358542694697711e-01,4.838280454716652468e-01,3.666229995076023540e-01,3.090489851036656299e-01,6.519712750274646584e-01,8.653154367959118298e-01,2,2,2,2,2,2,2,2,2,2,2,6.436328045041234125e-01,3.512908619902509466e-01,6.639401979271204457e-01,3.308569689830548333e-01,3.552325426013773768e-01,1.492245423906866097e-01,3.604775536297767369e-01,1.458146204554477965e-01,3.425836431211733979e-01,9.480923117707074077e-01,4.318003590315566687e-01,9.513414992455664354e-01,2.436113469797462905e-01,9.565496412069469656e-01,1.978374503994406730e-01,8.196665276198901173e-01,4.717119244487290031e-01,4.529495833688446105e-01,2.137124280202697957e-01,7.787646322578546387e-01,1.163871657440839202e-01,1.675889670206998083e-01,4.157477549507039294e-01,2.182773060589303649e-01,3.596971478730199845e-01,4.890367247118783123e-01
9.144629381291536907e-01,4.212597393313680660e-01,2.370996926426233165e-01,3.776423877620010972e-01,8.139962916182286179e-01,5.966962836040142770e-01,5.723131661697150596e-01,5.074821460639757920e-01,7.277674453588737213e-01,6.950576319440160411e-01,7.512674328866983942e-01,5.995625799519421761e-01,3.833390604108163346e-01,2,2,2,2,2,2,2,2,2,2,2,9.269605379860846872e-01,3.039162297314614847e-01,9.872715194359256152e-01,6.475420476847829621e-01,6.462367438428257005e-01,8.816090258197882834e-01,7.995224370826289340e-01,1.569236897459919122e-01,3.003201638376427063e-01,4.385467163868417284e-01,6.770772425140579864e-01,6.634621311274552236e-01,3.687389891155148369e-01,1.453396563623587934e-01,3.186218174576866957e-01,1.114380125824450118e-01,6.983188507953854707e-01,2.863567286490058539e-01,4.842134835148116379e-01,2.626830206632462250e-01,4.428844795422866021e-01,9.825619758869775788e-01,9.414679707040501944e-01,4.164292873533658179e-01,7.450964170166007872e-01,9.528208533006768954e-01
6.678399350366723830e-01,4.008414620886423529e-01,4.403090721121980522e-01,2.597751068987174117e-01,6.743162608514566836e-01,8.733470967939112040e-01,8.055917697461878468e-01,4.219039391571015596e-01,4.404932802038723505e-01,8.670387070322984613e-01,5.505658349717446054e-01,1.358655385962977968e-01,5.820748529755004341e-02,2,2,2,2,2,2,2,2,2,2,2,6.692939476197279358e-02,7.731988272481441493e-01,7.263485301956895679e-02,9.711233592060047881e-01,9.517207242773895182e-01,6.760726516217924198e-01,2.556292349487272464e-01,6.007905308247833975e-01,6.211117733712112621e-02,5.062347293439740659e-01,6.234714258316874647e-01,3.468061471522759787e-01,2.042588871383571592e-01,7.891135397418201913e-01,7.463875151719024936e-01,7.074230570868635937e-01,3.548660483039336455e-01,7.249660108424149652e-02,5.502812053215314636e-01,1.921536365363405441e-01,2.482032347726852439e-01,7.943781832245039309e-01,5.031464119329366325e-01,6.836624472471864999e-01,9.028363036818444209e-01,4.586019661220175347e-02
2.457016361626310763e-01,9.051923632543874554e-01,2.438705998400272357e-01,6.857411186212165610e-01,1.400884722894643053e-01,2.943288208082621704e-01,2.506209912004017104e-01,4.959598775598030862e-01,7.269119972129367557e-01,5.483655153596990184e-01,8.114873260447168501e-01,5.159357422441356311e-01,9.127227455198942963e-01,2,2,2,2,2,2,2,2,2,2,2,1.453410535923068680e-01,7.153826693998578401e-01,9.633973200138936654e-01,7.785893833308862311e-01,9.539235289000900231e-01,5.735892111749302247e-01,8.805266836805195618e-01,2.949554863348488043e-01,3.954094273857233777e-01,2.741587685532632657e-01,3.183417921788859184e-01,2.395671911248667962e-01,3.325117377657166307e-01,1.011487893826947815e-01,3.341654524185612152e-01,2.780813383546125728e-01,9.781817518612703211e-01,2.320711577305704099e-01,4.922987866099458598e-01,6.090733178643191748e-01,9.875932552242483453e-02,4.643689398685524328e-02,1.618265318894838156e-01,7.770854272747257374e-01,2.531462278209622996e-01,2.072843312526692072e-01
9.032038747694811631e-01,7.107952447957313069e-01,4.392953471982503633e-01,7.868632441604560546e-01,5.431517824264098238e-02,9.501777320672970539e-01,7.257344067230221407e-01,2.915453479088336852e-01,2.529379841607279911e-01,3.723944805034641314e-01,8.879468106535403082e-01,6.775319717703911504e-01,4.819587260065488765e-01,2,2,2,2,2,2,2,2,2,2,2,3.411869690701093694e-01,6.389723607231789781e-02,1.745778068682409812e-01,8.237066922344239428e-01,3.838961891503376300e-01,5.770166311045912266e-01,2.483272949543952057e-01,4.621482249607209436e-01,9.067548232206060765e-01,9.292157743685863780e-01,9.207097268242065979e-01,6.592572474266807925e-01,3.234763002031537660e-02,3.259428997268402073e-01,1.318961766059073559e-01,2.618295508413681638e-02,5.470589333024498124e-01,9.630070736545112142e-01,4.317466477171945094e-01,9.975681312597761696e-01,1.472111338552398729e-01,6.755067409144331902e-01,7.362619292645763425e-01,2.203931494479908215e-01,2.674661493797925171e-01,1.341905240297797119e-01
3.254619537438321331e-01,8.253006557302738910e-01,7.830093923124993305e-01,4.781643266627381150e-01,4.228886394182662656e-02,3.984771559957154263e-01,5.853353097703465346e-01,7.760540532574453643e-01,6.578473110308415972e-01,1.912171409534080269e-02,3.406652716225928579e-01,4.055532657901056437e-01,1.929144413002881198e-02,2,2,2,2,2,2,2,2,2,2,2,5.732928669179037096e-01,8.313734506889235432e-01,7.268499253002262961e-01,3.538328219550535003e-01,4.869160668252393576e-01,4.360258015951110622e-01,6.364775363596101299e-01,5.795039405516753117e-01,5.207693147091023711e-01,6.507252359701237721e-01,2.922117793167570143e-01,6.024444985113488471e-01,7.807852261051634324e-01,6.762149447025366245e-01,8.856901260669893805e-01,9.198769036002195643e-01,2.026622766600040260e-01,3.275129883999233771e-01,6.810604602173364608e-02,5.039778727498365196e-01,6.470142367100907288e-01,9.098881278054672395e-01,3.219891045880256542e-01,2.041913455552173406e-01,3.127546590329376430e-01,3.797639473239035057e-01
4.821131591450988907e-01,3.163098606599763496e-01,8.173299022437893191e-01,7.642310927471350768e-01,6.471507753241597660e-01,5.733952294686402995e-01,5.901327816830714834e-01,1.930401752450379149e-01,1.712749576661254380e-01,9.465126261724029488e-01,1.683439276551327302e-01,2.099932954085297343e-01,7.918471954847177141e-01,2,2,2,2,2,2,2,2,2,2,2,9.761805497714751700e-01,8.328898854891598758e-01,9.122254851148293708e-01,7.109738567542085441e-01,8.657351076431049064e-01,6.635882610714144425e-01,2.573456997169214500e-01,5.699879424308051945e-03,9.380122915561269759e-01,5.106205773377895385e-01,5.990835495508529673e-01,3.522844425280102776e-01,8.908877287647909426e-02,8.740387109146526834e-01,1.067746244586121884e-01,1.431838451480951235e-01,3.292818700463077120e-01,3.486390069812077552e-01,2.729497154518332191e-01,9.261963280351601657e-01,7.768075480084982720e-01,3.845291978402919364e-01,9.815980026520315649e-01,8.929379151996420516e-01,7.462233394356727612e-01,7.404191861313458300e-02
4.766074444196159998e-01,7.861112257474029974e-01,3.498573363123669289e-02,3.685999530904612298e-01,7.204488852514225883e-01,4.900779646759180208e-01,9.206037829188890020e-01,7.729834749044388609e-01,5.361448854779022888e-01,8.628895495059710763e-01,8.812297492226893736e-01,4.250997127200428771e-01,4.658341493428537206e-01,2,2,2,2,2,2,2,2,2,2,2,2.888499300354937516e-01,2.245475053855872094e-02,3.902695053322902119e-01,6.756380434965235660e-01,6.168229509696193658e-01,5.425175251033103052e-01,7.429385206896660376e-01,4.160715853499485917e-02,5.301739789525135027e-01,2.322895710448446005e-01,2.455119353116944625e-01,8.240860852678731918e-01,7.272421631430333600e-01,3.605339292076261692e-01,7.841770423483576113e-01,9.303733818092507768e-02,8.434393758614024961e-01,4.736765018225522761e-01,6.992974143275082488e-01,9.350989150757900159e-01,2.570675358192399118e-01,1.059132319009341572e-01,6.695175785459042128e-01,7.651126013107999446e-01,1.645228593546100848e-01,3.841547149979134268e-01
3.020861541217748636e-01,7.074099465166895362e-01,6.407930568056527942e-01,6.977012295240132556e-01,7.143070110701205122e-01,3.360470421698502630e-01,6.276584382298805442e-01,1.963311496296139547e-01,4.001498411533908062e-01,9.148747302549805616e-01,3.558174174126340628e-01,6.806724158910455458e-01,6.802781940808555472e-01,2,2,2,2,2,2,2,2,2,2,2,9.472380926886836416e-01,3.928775559216357571e-01,7.173676515891700411e-01,5.101588177352549547e-01,6.296601881263037548e-01,2.235843391647754919e-01,9.857287436239300371e-01,5.754324337981696624e-01,3.344770191474544241e-02,9.552701231348779132e-01,5.221338584117364290e-01,3.132186605935317614e-01,2.828404159456294753e-01,7.705647510524404886e-02,9.830682058921257349e-01,5.001937876776074710e-02,1.001849945805087794e-01,4.302435526484914563e-01,6.308940780577054763e-01,1.061022269032685372e-02,9.051089086944249518e-01,7.705361787079956226e-02,2.093645195819486826e-01,5.526432447795089908e-01,2.192910375161583048e-02,5.579199400676218001e-01
8.361157210106351378e-02,8.302588405824656848e-01,9.301063094988778479e-01,1.570268706132985637e-01,8.979299461988989872e-01,5.158869251102671249e-01,3.300784627720282360e-01,4.663886098828600169e-01,1.314009303616396895e-01,3.517165305773792827e-01,2.203360883993628061e-01,8.062562943474299582e-01,7.545539820060692682e-01,9.085240839328877493e-01,8.788234797347497240e-01,9.445789182610379031e-01,7.785523589277606460e-01,2.814169118204326026e-01,9.188785417379646825e-01,1.463561020875276952e-01,4.074702199378101852e-01,2.637547316511760220e-01,2.613036486698552263e-01,9.358133762427417457e-01,7.689192487240583684e-01,6.749059012192504259e-02,2.023738020398427873e-01,9.134100060783256758e-01,2.691833992768236650e-01,1.020441906731264226e-01,9.847626000275111480e-03,4.989522455997219552e-02,4.307032764304347117e-01,3.454735105917661198e-02,1.348188801212961696e-01,6.847421076866557765e-01,8.362710653940025329e-01,3.780745109686713956e-01,1.666475274627238212e-01,3.446980451829310121e-01,7.732981324464769379e-01,7.266544755360015984e-02,6.642624165816601867e-02,3.799020916733086839e-02,7.167293975117139393e-01,6.022418027704946608e-01,8.778693052637378536e-01,7.861000878570419959e-01,4.932811857924553900e-01,3.559224785605623609e-01
3.868799117857046888e-01,5.169703153687662533e-01,2.783740533758131130e-01,2.016486728337951728e-02,9.110683216421049391e-01,7.307714141168163424e-01,5.600146163349800643e-01,5.041342619886742815e-01,8.762176619161343716e-01,4.324610610190744442e-01,7.293658197972693324e-01,4.250970759307463043e-01,9.051604110234463541e-01,4.502550349263509943e-01,6.422691905824231551e-01,3.483275935308158822e-01,5.473710899920485318e-01,9.839836186185088041e-01,2.716209252864546508e-01,9.166953336657713836e-01,4.676810366694367227e-01,7.182512662970590434e-01,5.705327931786755569e-01,9.301094109922025677e-01,7.944985664127768299e-01,1.652266175644298007e-01,4.685547177468342150e-01,8.500328361598263882e-02,9.645090243976521815e-01,6.502052923247962912e-01,6.640468469065626822e-01,2.255525113458876074e-01,1.271846540224182975e-01,1.058979776796186156e-01,2.446898065856550897e-02,2.468561547155813107e-01,1.886401269774868883e-01,2.891595924627816672e-01,9.495024906026668932e-01,4.855053300237250902e-01,7.845233409688627813e-01,9.782375100614923991e-01,5.656975984627491405e-01,3.595796379882501004e-01,9.458668858807395274e-01,4.198325246314360548e-01,4.907511910111286291e-01,7.533239057212287593e-01,1.792328926828016256e-01,8.732189242249183136e-01
8.182653252859000137e-01,7.875626186742772372e-01,8.266339819878983919e-01,5.730164284403025388e-01,6.148735509869428517e-01,5.227707416717222166e-01,3.310233092178257452e-01,7.396703015759920063e-01,2.594817893756744542e-01,8.681809045887748377e-01,9.389003992541101740e-01,3.016593721707729880e-01,8.718560141118258944e-02,2.988165688925245034e-01,2.346197518691393036e-01,3.896204318768337060e-01,5.668672005763725208e-01,5.456276628657608097e-02,7.050473743411235228e-01,1.718053301845090530e-02,1.437196475997534195e-01,7.421314230387898725e-01,5.127181874993891331e-01,8.856771026011592829e-01,9.910344689671979346e-01,4.093034136746787066e-01,1.198867328289769940e-01,7.296123758581463115e-02,4.246215168236052717e-01,1.012693595279358094e-01,1.703694422352145521e-01,4.146726300980942970e-01,9.327903939345877360e-01,6.247250594922710842e-01,7.179547447207083044e-01,7.455064253642261773e-01,2.413056783390028492e-01,6.949439434051208897e-01,2.171045340777536525e-01,2.390384433111669704e-02,7.738130379567227379e-01,3.751062411450317713e-01,2.380505829789720806e-01,8.264113771146053278e-01,9.378603863195689172e-02,7.732471911306714185e-01,2.062057508391668126e-01,7.158287620911887306e-01,5.521251634232922090e-01,4.865940785741419417e-01
4.785250950697983452e-02,4.949417938953992735e-01,1.954083341148404873e-01,8.748934935902075161e-01,8.776671798150234016e-01,4.481311431326095995e-01,9.514993804735881744e-01,8.724472849247146833e-01,6.322513325687673102e-03,8.133605777058289243e-01,2.667486649478028049e-01,2.725094682991296979e-01,2.404004840910458629e-01,7.612577432996904259e-01,3.988338838241967110e-02,4.336859513338058303e-01,6.589769985393075791e-01,8.533642639644819505e-01,6.787070544237032710e-01,1.910314075877783679e-01,5.662252466370892856e-01,2.059635790526207488e-01,5.941882884050869729e-01,6.324608571740277796e-01,1.506260876220063549e-01,9.755708158612372838e-01,5.873648340099790754e-02,1.705888110505683342e-01,8.379212173048989909e-01,2.553739448570490067e-01,9.810928981922459879e-01,9.059345628230248693e-01,4.778347869376219359e-01,3.791194432394975333e-01,3.598881409735164016e-01,1.623409567957325716e-01,7.544123905239181749e-01,4.533279387773638813e-01,8.754950531805860692e-01,4.965833615853858518e-01,6.045520102411778840e-01,9.483512424137157115e-01,3.716738747068365489e-01,2.898698115888084237e-01,2.443128587593325074e-01,4.818928708127730998e-01,1.026239616243960207e-01,3.622901952507207035e-01,4.242641363208645711e-01,6.890592286996533034e-02
1.987440976353009869e-01,8.231601035185256432e-01,6.535382314847936192e-01,8.760481241671134178e-01,8.710341799557571596e-01,5.878449990817020687e-01,9.919388255721632852e-01,9.675770888512690293e-01,5.858397205385517115e-01,6.894019504500588091e-01,9.272733879972849813e-03,4.519422528501875203e-01,2.932684159044965932e-01,6.530243453566801914e-01,1.018644615579886725e-01,5.561103119419945617e-01,4.361355585149029324e-02,6.716294503726660814e-02,2.948023524743288437e-01,2.383569700701070326e-01,5.545643199050819261e-01,4.161271908831322142e-01,3.469267545183709611e-01,7.731482984158958294e-01,5.333772614680170054e-01,1.810167438833391040e-01,1.090848906816835884e-01,7.943494576458765000e-01,4.411620699477732943e-01,1.920717120961438207e-01,4.484585409866710393e-01,1.387665950285188465e-02,6.707987229998289003e-01,4.967987233853909945e-02,6.097675073515200772e-01,1.740360289843179142e-02,7.838385368694511524e-01,1.242204796482861973e-01,1.136224190138737100e-01,3.031340697311855070e-01,8.266413059893884530e-02,8.143428771152347867e-01,5.094936105423932826e-01,8.617255469403248824e-01,1.245748613702668539e-01,6.727413303752024509e-01,6.145449459478844467e-01,8.911761069387504897e-01,9.054385122420527399e-01,8.401649765080942966e-01
6.167890806053404340e-01,7.056542195600039591e-01,2.083751423122977009e-01,8.406702546336575210e-03,5.783729499883131231e-01,1.889887730922060749e-01,3.022600454468845621e-01,5.382781077918206147e-01,3.485337502188339265e-01,7.503212817402286072e-01,8.358959912384787971e-01,8.084657175322397249e-01,7.945991603832132100e-01,2.105961851612306868e-01,4.910256229759533131e-01,6.120765455990377912e-01,2.217346286242505293e-02,7.973438766849335613e-01,7.740182446158065943e-01,7.094070511470832452e-01,9.243584953220451705e-01,6.470296313257526410e-01,8.995633281164825412e-01,6.058303536340490236e-01,5.906664679999349410e-01,1.900710287206467397e-01,2.009180426011667464e-01,1.506487275115200308e-01,1.259216223356403042e-01,8.569166854333136740e-01,5.267233869401026780e-01,3.746935496236100116e-01,2.715896945801248297e-01,7.062218904118450213e-01,3.008844975300263291e-01,4.683858442894039964e-02,2.041815540037549281e-01,7.608854515820825393e-01,6.448787517592736718e-01,2.973099287527304346e-01,2.825122899443898161e-01,1.255216405003233282e-01,9.251960576013718018e-01,7.596472033566115112e-02,1.776418549808201908e-01,2.741968971402413136e-01,5.808113658141839108e-01,2.310705670670814005e-01,8.324170318683853376e-01,6.456254351770090993e-01
